QALD id,match status,QALD question,QueGG question,TP,FP,FN,QALD SPARQL query,QueGG SPARQL query,TP,FP,FN,Precision,Recall,F-Measure
61,0.746268656716418,When did the Ming dynasty dissolve?,"""How often did Ming dynasty live?""",0,1,1,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?date
WHERE {  
        res:Ming_dynasty dbo:dissolutionDate ?date .
}","select (COUNT(DISTINCT ?objOfProp) as ?c) WHERE    

{

    <http://dbpedia.org/resource/Ming_dynasty> <http://dbpedia.org/ontology/ethnicGroup>  ?objOfProp .    

}",0,1,1,0,0,0
62,0,List all episodes of the first season of the HBO television series The Sopranos!,,0,1,86,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	?uri dbo:series res:The_Sopranos  .
        ?uri dbo:seasonNumber 1 .
}",,0,1,86,0,0,0
63,0.926315789473684,"What is the total population of Melbourne, Florida?","""What is the population of Melbourne Florida?""",1,0,0,"PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT ?uri 
WHERE { 
        <http://dbpedia.org/resource/Melbourne,_Florida> dbo:populationTotal ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Melbourne,_Florida> <http://dbpedia.org/ontology/populationTotal>  ?o .    

}",1,0,0,1,1,1
64,0.72289156626506,Did Arnold Schwarzenegger attend a university?,"""Whom did Arnold Schwarzenegger marry?""",0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        res:Arnold_Schwarzenegger dbo:almaMater ?x .
        ?x rdf:type dbo:University .
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/spouse>  <http://dbpedia.org/resource/Arnold_Schwarzenegger> .    

}",0,1,1,0,0,0
65,1,What country is Mount Everest in?,"""what country is Mount Everest in?""",7,0,0,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        res:Mount_Everest dbo:locatedInArea ?uri . 
        ?uri rdf:type dbo:Country .
}","select  ?o    

{

    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/locatedInArea>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    

}",7,0,0,1,1,1
66,0.947368421052632,What is the largest city in Australia?,"""What is the largest city of Australia?""",1,0,0,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Australia dbo:largestCity ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/largestCity>  ?o .    

}",1,0,0,1,1,1
67,0.773333333333333,Give me all launch pads operated by NASA.,"""which launch pads operate by NASA?""",9,0,0,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri rdf:type dbo:LaunchPad .  
        ?uri dbo:operator res:NASA . 
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/operator>  <http://dbpedia.org/resource/NASA> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/LaunchPad> .    

}",9,0,0,1,1,1
68,1,Who is the mayor of Tel Aviv?,"""Who is the mayor of Tel Aviv?""",1,0,0,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Tel_Aviv dbo:leaderName ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Tel_Aviv> <http://dbpedia.org/ontology/leaderName>  ?o .    

}",1,0,0,1,1,1
69,0,List all episodes of the first season of the HBO television series The Sopranos.,,0,1,86,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        ?uri dbo:series res:The_Sopranos  .
        ?uri dbo:seasonNumber 1 .
}",,0,1,86,0,0,0
70,1,Who created Batman?,"""Who created Batman?""",2,0,0,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/creator> ?uri . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/creator>  ?o .    

}",2,0,0,1,1,1
71,0.786885245901639,Who played Gus Fring in Breaking Bad?,"""Who played Breaking Bad?""",0,1,1,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Gus_Fring> <http://dbpedia.org/ontology/portrayer> ?uri . },"select  ?o    

{

    <http://dbpedia.org/resource/Breaking_Bad> <http://dbpedia.org/ontology/portrayer>  ?o .    

}",0,1,1,0,0,0
72,0.85,In which programming language is GIMP written?,"""in which language is GIMP written?""",2,0,0,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
	res:GIMP dbo:programmingLanguage ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/GIMP> <http://dbpedia.org/ontology/programmingLanguage>  ?o .    

}",2,0,0,1,1,1
73,0,In which ancient empire could you pay with cocoa beans?,,0,1,1,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/Cocoa_bean> . },,0,1,1,0,0,0
74,1,Who is the editor of Forbes?,"""Who is the editor of Forbes?""",1,0,0,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
        res:Forbes dbo:editor ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Forbes> <http://dbpedia.org/ontology/editor>  ?o .    

}",1,0,0,1,1,1
75,0.98989898989899,How many people live in the capital of Australia?,"""How many People live in the capital of Australia??""",1,0,0,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
        res:Australia dbo:capital ?x .
        ?x dbo:populationTotal ?num .
}","SELECT DISTINCT ?objOfProp WHERE 

{

    ?subjOfProp <http://dbpedia.org/ontology/populationTotal> ?objOfProp .   <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/capital> ?subjOfProp .

}",1,0,0,1,1,1
76,0.850574712643678,Which professional surfers were born in Australia?,"""which surfers were born in Australia?""",14,0,0,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:occupation res:Surfing .  
        ?uri dbo:birthPlace res:Australia . 
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/Australia> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Surfing> .    

}",14,0,0,1,1,1
77,0.869565217391304,Which electronics companies were founded in Beijing?,"""which companies were founded in Beijing?""",28,0,0,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Electronics> . ?uri <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/Beijing> . },"select  ?s    

{

   ?s <http://dbpedia.org/ontology/foundationPlace>  <http://dbpedia.org/resource/Beijing> .    

}",28,0,0,1,1,1
78,0.983050847457627,Give me all video games published by Mean Hamster Software.,"""Give me all video games published by Mean Hamster Software?""",2,0,0,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
      ?uri rdf:type dbo:VideoGame .
      ?uri dbo:publisher res:Mean_Hamster_Software . 
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/publisher>  <http://dbpedia.org/resource/Mean_Hamster_Software> .    

}",2,0,0,1,1,1
79,0,How many Aldi stores are there?,,0,1,1,SELECT DISTINCT ?number WHERE {  <http://dbpedia.org/resource/Aldi> <http://dbpedia.org/ontology/numberOfLocations> ?number . } ,,0,1,1,0,0,0
80,1,What is the capital of Cameroon?,"""What is the capital of Cameroon?""",1,0,0,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital> ?uri. } ,"select  ?o    

{

    <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    

}",1,0,0,1,1,1
81,0,Is there a video game called Battle Chess?,,0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
	?uri rdf:type dbo:VideoGame .
        ?uri rdfs:label 'Battle Chess'@en .
}",,0,1,1,0,0,0
82,0,Was the wife of president Lincoln called Mary?,,0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Abraham_Lincoln dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Mary')) 
}",,0,1,1,0,0,0
83,0.912621359223301,Give me all movies directed by Francis Ford Coppola.,"""Give me all films directed by Francis Ford Coppola?""",30,0,0,SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Francis_Ford_Coppola> . } ,"select  ?s    

{

   ?s <http://dbpedia.org/ontology/director>  <http://dbpedia.org/resource/Francis_Ford_Coppola> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    

}",30,0,0,1,1,1
84,0,Which of Tim Burton's films had the highest budget?,,0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:director res:Tim_Burton .
        ?uri dbo:budget ?b .
}
ORDER BY ?b
OFFSET 0 LIMIT 1",,0,1,1,0,0,0
85,0,Does Breaking Bad have more episodes than Game of Thrones?,,0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Breaking_Bad dbo:numberOfEpisodes ?x . 
        res:Game_of_Thrones dbo:numberOfEpisodes ?y . 
        FILTER (?y > ?x) 
}",,0,1,1,0,0,0
86,0.8,Who was called Rodzilla?,"""Who was called  Bird?""",0,1,1,"PREFIX dbp: <http://dbpedia.org/property/> 
SELECT DISTINCT ?uri 
WHERE { 
         ?uri dbp:nickname ""Rodzilla""@en .
}","select  ?s    

{

   ?s <http://dbpedia.org/property/nickname>  'Bird'@en .    

}",0,1,1,0,0,0
87,0,Was Natalie Portman born in the United States?,,0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE { 
	res:Natalie_Portman dbo:birthPlace ?city .
      	?city dbo:country res:United_States .
}",,0,1,1,0,0,0
88,0.85,Give me the grandchildren of Elvis Presley.,"""Give me all children of Elvis Presley""",0,1,1,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?child . ?child <http://dbpedia.org/ontology/child> ?uri . },"select  ?o    

{

    <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child>  ?o .    

}",0,1,1,0,0,0
89,0.716981132075472,Which movies starring Mickey Rourke were directed by Guy Ritchie?,"""which films were directed by Guy Ritchie?""",9,0,0,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Mickey_Rourke> . ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Guy_Ritchie> . } ,"select  ?s    

{

   ?s <http://dbpedia.org/ontology/director>  <http://dbpedia.org/resource/Guy_Ritchie> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    

}",9,0,0,1,1,1
90,0.736842105263158,When did Dracula's creator die?,"""When did Bruce Carver die?""",0,1,1,SELECT DISTINCT ?date WHERE {  <http://dbpedia.org/resource/Count_Dracula> <http://dbpedia.org/ontology/creator> ?x .  ?x <http://dbpedia.org/ontology/deathDate> ?date . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Bruce_Carver> <http://dbpedia.org/ontology/deathDate>  ?o .    

}",0,1,1,0,0,0
91,0.869565217391304,Which country does the creator of Miffy come from?,"""What does the creator of Miffy? come from?""",0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Miffy dbo:creator ?x .
	?x dbo:nationality ?uri .
}","SELECT DISTINCT ?subjOfProp WHERE 

{

    ?subjOfProp <http://dbpedia.org/ontology/nationality> ?objOfProp .   <http://dbpedia.org/resource/Miffy> <http://dbpedia.org/ontology/creator> ?objOfProp .

}",0,1,1,0,0,0
92,0.981818181818182,What is Batman's real name?,"""What is Batman 's real name?""",1,0,0,SELECT DISTINCT ?s WHERE { <http://dbpedia.org/resource/Batman> <http://dbpedia.org/property/alterEgo> ?s . },"select  ?o    

{

    <http://dbpedia.org/resource/Batman> <http://dbpedia.org/property/alterEgo>  ?o .    

}",1,0,0,1,1,1
93,0.810810810810811,What form of government does Russia have?,"""the form of government of Russia?""",1,0,0,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType> ?uri . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType>  ?o .    

}",1,0,0,1,1,1
94,0.757281553398058,How many companies were founded by the founder of Facebook?,"""How many Companies are produced by Facebook?""",0,1,1,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/foundedBy> ?uri .  ?uri <http://dbpedia.org/ontology/foundedBy> ?uri . } ,"select  (COUNT(DISTINCT ?subjOfProp) as ?c) WHERE    

{

   ?subjOfProp <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Facebook> .    

}",0,1,1,0,0,0
95,0,Give me all Canadian Grunge record labels.,,0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:RecordLabel .
        ?uri dbo:genre res:Grunge .
        ?uri dbo:country res:Canada .
}",,0,1,1,0,0,0
96,0.790697674418605,How many children did Benjamin Franklin have?,"""show me all children of Benjamin Franklin""",0,3,1,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child> ?uri . } ,"select  ?o    

{

    <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child>  ?o .    

}",0,3,1,0,0,0
97,0.938271604938272,List the children of Margaret Thatcher.,"""List all the children of Margaret Thatcher""",2,0,0,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
	res:Margaret_Thatcher dbo:child ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Margaret_Thatcher> <http://dbpedia.org/ontology/child>  ?o .    

}",2,0,0,1,1,1
98,0.774193548387097,From which region is the Melon de Bourgogne?,"""in which wine region is Melon de Bourgogne grown?""",1,2,3,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {
        res:Melon_de_Bourgogne dbo:wineRegion ?uri .
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/growingGrape>  <http://dbpedia.org/resource/Melon_de_Bourgogne> .    

}",1,2,3,0.33333334,0.25,0.28571427
99,1,Who is the oldest child of Meryl Streep?,"""Who is the oldest child of Meryl Streep?""",1,0,0,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Meryl_Streep dbo:child ?uri . 
        ?uri dbo:birthDate ?d .
}
ORDER BY ASC(?d)
OFFSET 0 LIMIT 1","SELECT DISTINCT ?objOfProp WHERE 

{

 <http://dbpedia.org/resource/Meryl_Streep> <http://dbpedia.org/ontology/child> ?objOfProp . ?objOfProp <http://dbpedia.org/ontology/birthDate> ?num . 

} ORDER BY ASC(?num) LIMIT 1",1,0,0,1,1,1
100,0,Are tree frogs a type of amphibian?,,0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Hylidae dbo:class res:Amphibian . 
}",,0,1,1,0,0,0
101,0.752941176470588,Is Christian Bale starring in Velvet Goldmine?,"""which persons starr in Velvet Goldmine?""",0,3,1,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE {
        res:Velvet_Goldmine dbo:starring res:Christian_Bale .
}","select  ?o    

{

    <http://dbpedia.org/resource/Velvet_Goldmine> <http://dbpedia.org/ontology/starring>  ?o .    

}",0,3,1,0,0,0
102,0.8,List all games by GMT.,"""List all the games by MetaTV""",0,1,7,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {	
        ?uri dbo:publisher res:GMT_Games .
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/publisher>  <http://dbpedia.org/resource/MetaTV> .    

}",0,1,7,0,0,0
103,0.714285714285714,Does the Isar flow into a lake?,"""What does Isar flow into?""",0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        ?x dbo:inflow res:Isar .
        ?x rdf:type dbo:Lake . 
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/inflow>  <http://dbpedia.org/resource/Isar> .    

}",0,1,1,0,0,0
104,1,Which airports does Yeti Airlines serve?,"""which airports does Yeti Airlines serve?""",6,0,0,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Yeti_Airlines> <http://dbpedia.org/ontology/targetAirport> ?uri . },"select  ?o    

{

    <http://dbpedia.org/resource/Yeti_Airlines> <http://dbpedia.org/ontology/targetAirport>  ?o .    

}",6,0,0,1,1,1
105,0,Which Indian company has the most employees?,,0,1,1,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/India> . ?uri <http://dbpedia.org/ontology/numberOfEmployees> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,,0,1,1,0,0,0
106,0.745098039215686,What color expresses loyalty?,"""What expresses Wealth?""",0,2,1,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/connotation> <http://dbpedia.org/resource/Loyalty> . },"select  ?s    

{

   ?s <http://dbpedia.org/ontology/connotation>  <http://dbpedia.org/resource/Wealth> .    

}",0,2,1,0,0,0
107,0,Which city has the most inhabitants?,,0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
         ?uri rdf:type dbo:City . 
         ?uri dbo:populationTotal ?pop . 
}
ORDER BY DESC(?pop)
OFFSET 0 LIMIT 1",,0,1,1,0,0,0
108,1,Who created Wikipedia?,"""Who created Wikipedia?""",2,0,0,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Wikipedia dbo:author ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Wikipedia> <http://dbpedia.org/ontology/author>  ?o .    

}",2,0,0,1,1,1
109,0.790123456790123,Is Rita Wilson the wife of Tom Hanks?,"""List all the wives of the wife of Tom Hanks?""",0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Tom_Hanks dbo:spouse res:Rita_Wilson . 
}","SELECT DISTINCT ?objOfProp WHERE 

{

    ?subjOfProp <http://dbpedia.org/ontology/spouse> ?objOfProp .   <http://dbpedia.org/resource/Tom_Hanks> <http://dbpedia.org/ontology/spouse> ?subjOfProp .

}",0,1,1,0,0,0
110,0,Is the wife of president Obama called Michelle?,,0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Barack_Obama dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Michelle')) 
}",,0,1,1,0,0,0
111,1,How many ethnic groups live in Slovenia?,"""How many ethnic groups live in Slovenia?""",1,0,0,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Slovenia> <http://dbpedia.org/ontology/ethnicGroup> ?uri . } ,"select (COUNT(DISTINCT ?objOfProp) as ?c) WHERE    

{

    <http://dbpedia.org/resource/Slovenia> <http://dbpedia.org/ontology/ethnicGroup>  ?objOfProp .    

}",1,0,0,1,1,1
112,0.953846153846154,Who is the president of Eritrea?,"""What is the president of Eritrea?""",0,1,1,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leader> ?uri . <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leaderTitle> 'President'@en . }  ,"select  ?o    

{

    <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/office>  ?o .    

}",0,1,1,0,0,0
113,1,Which films did Stanley Kubrick direct?,"""which films did Stanley Kubrick direct?""",16,0,0,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Stanley_Kubrick> . },"select  ?s    

{

   ?s <http://dbpedia.org/ontology/director>  <http://dbpedia.org/resource/Stanley_Kubrick> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    

}",16,0,0,1,1,1
114,0.931034482758621,When was the Titanic completed?,"""When was Titanic completed?""",0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?date
WHERE { 
        res:RMS_Titanic dbo:completionDate ?date . 
}","select  ?o    

{

    <http://dbpedia.org/resource/Titanic> <http://dbpedia.org/ontology/completionDate>  ?o .    

}",0,1,1,0,0,0
115,0.72289156626506,How many pages does War and Peace have?,"""which languages does War and Peace write in?""",0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?n
WHERE {
        res:War_and_Peace dbo:numberOfPages ?n .
}","select  ?o    

{

    <http://dbpedia.org/resource/War_and_Peace> <http://dbpedia.org/ontology/programmingLanguage>  ?o .    

}",0,1,1,0,0,0
116,0.795918367346939,Who is the youngest player in the Premier League?,"""Who is the youngest DartsPlayer in the The Tiger?""",1,0,0,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:team ?x . 
        ?x dbo:league res:Premier_League . 
        ?uri dbo:birthDate ?y . 
} 
ORDER BY DESC(?y) 
OFFSET 0 LIMIT 1","SELECT DISTINCT ?subjOfProp WHERE 

{

 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/DartsPlayer> . ?subjOfProp <http://dbpedia.org/ontology/birthDate> ?num . 

} ORDER BY DESC(?num) LIMIT 1",1,0,0,1,1,1
117,1,What is the highest mountain in Italy?,"""What is the highest mountain in Italy?""",0,1,1,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:Mountain .
        ?uri dbo:locatedInArea res:Italy .
        ?uri dbo:elevation ?num .
}
ORDER BY DESC(?num)
OFFSET 0 LIMIT 1","SELECT DISTINCT ?subjOfProp WHERE 

{

 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Mountain> . ?subjOfProp <http://dbpedia.org/ontology/locatedInArea> <http://dbpedia.org/resource/Italy> . ?subjOfProp <http://dbpedia.org/ontology/elevation> ?num . 

} ORDER BY DESC(?num) LIMIT 1",0,1,1,0,0,0
118,1,How tall is Claudia Schiffer?,"""How tall is Claudia Schiffer?""",1,0,0,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?height 
WHERE {       
        res:Claudia_Schiffer dbo:height ?height .      
}","select  ?o    

{

    <http://dbpedia.org/resource/Claudia_Schiffer> <http://dbpedia.org/ontology/height>  ?o .    

}",1,0,0,1,1,1
119,0.987951807228916,Who was John F. Kennedy's vice president?,"""Who was John F. Kennedy 's vice president?""",1,0,0,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { res:John_F._Kennedy dbo:vicePresident ?uri . 
}","select  ?o    

{

    <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/vicePresident>  ?o .    

}",1,0,0,1,1,1
120,0,Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?,,0,1,22,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE {
        res:Lufthansa dbo:subsidiary ?uri .
        ?uri dbo:targetAirport res:Dortmund_Airport .
        ?uri dbo:targetAirport res:Berlin_Tegel_Airport .
}",,0,1,22,0,0,0
121,1,Who was the successor of John F. Kennedy?,"""Who was the successor of John F. Kennedy?""",3,0,0,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:John_F._Kennedy dbo:successor ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/successor>  ?o .    

}",3,0,0,1,1,1
